addres,code,dastresi,tejary,darmany,farhangi_honary,tafrihy,rest,parks
آنالیز قیمت فروش آپارتمان در تهران - اوین ,10006662,4.0,0.0,2.0,1.0,0.0,0.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10184777,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10416583,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10416582,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10347279,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10416581,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10416580,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک غرب ,10251080,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10416578,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10127296,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10247523,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر( از همت تا خیابان انقلاب) ,10350361,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10270603,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وحیدیه ,10151460,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10416572,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گیشا ,10416571,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10297692,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10416566,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی( از میدان صادقیه تا حکیم) ,10416561,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,10123957,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10416560,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میرداماد ,3319001,5.0,8.0,6.0,8.0,3.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10078168,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10248900,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10350717,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - گلبرگ ,10352406,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,10335347,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,3855949,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10271941,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شیخ بهایی ,10217911,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10348078,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10218237,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - اقدسیه ,10322218,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - طرشت ,10273589,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10416548,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10348690,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10416546,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10348197,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10416542,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,3909340,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - پونک ,3909344,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - پونک ,3968989,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - پونک ,3909339,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10243793,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بزرگراه ارتش (لشکرک) ,10248789,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349967,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10349964,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349968,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10276320,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10254418,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10241967,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10163213,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پاسداران ,10336449,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پونک ,10116212,0.0,4.0,3.0,0.0,0.0,8.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10349960,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416530,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416528,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر (از پارک وی تا تجریش) ,10416526,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10416525,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10416524,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10416522,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416520,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10416519,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - کریم خان ,10416517,4.0,2.0,6.0,7.0,3.0,9.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10416516,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416514,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - دولت ,3970152,4.0,2.0,4.0,4.0,2.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,3349490,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میرزای شیرازی ,10416510,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - توانیر ,3909945,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10301479,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416504,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - شهرآرا ,3908342,4.0,4.0,2.0,4.0,1.0,5.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10416497,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10416496,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10350027,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10349927,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10269732,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10262126,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10416493,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10206065,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,10405248,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10350831,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - زعفرانیه ,10334952,4.0,3.0,2.0,15.0,1.0,8.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10416486,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10416483,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10242726,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10242723,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10242724,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - باغ فردوس ,10299901,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - باغ فردوس ,10299903,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - باغ فردوس ,10299904,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - باغ فردوس ,10299905,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10353008,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10354949,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10246488,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - زعفرانیه ,10336184,4.0,3.0,2.0,15.0,1.0,8.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10350969,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10416479,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10334574,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10416478,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10336342,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مفتح(از بهشتی تا هفت تیر) ,10416476,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرمانیه ,10251039,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10335394,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیچ شمیران ,10416473,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,3835525,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10354205,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10354206,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10354207,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10348014,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10416472,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پلیس ,10299395,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10416471,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10299060,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10205767,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10149861,,,,,,,
,10416468,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10263155,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,2775469,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر( از همت تا خیابان انقلاب) ,10202568,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10416465,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هنگام ,10162234,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10416464,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - لویزان ,10248962,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10416461,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10332352,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10258321,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10246584,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10416459,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10346890,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - ستاری (از آب شناسان تا میدان نور) ,10332826,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دریان نو ,10416457,4.0,1.0,2.0,2.0,2.0,2.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10150883,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - زعفرانیه ,10416454,4.0,3.0,2.0,15.0,1.0,8.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10130847,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10333232,,,,,,,
,10256911,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10252958,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10346444,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10246394,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جمهوری(از حافظ تا میدان جمهوری) ,10334365,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - گیشا ,10335210,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10269557,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10257097,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10271891,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,10256321,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - توانیر ,10180013,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - یوسف آباد ,10127613,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میرزای شیرازی ,10256661,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - وزراء ,10199391,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,10336302,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,10205052,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,10416453,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10334321,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دروس ,10272974,4.0,1.0,4.0,7.0,2.0,3.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - اختیاریه ,10258197,4.0,2.0,5.0,7.0,2.0,4.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10350110,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10416452,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجاهدین اسلام ,10350109,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10335629,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10198674,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10416451,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نظام آباد ,10333115,4.0,4.0,4.0,2.0,3.0,8.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10332389,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شریعتی(از بهار شیراز تا پیچ شمیران) ,10247642,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10301793,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10299727,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10332492,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10266176,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10298099,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سبلان ,10266169,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10252963,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,10145261,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10334718,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10248430,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10334285,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,10299875,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نظام ,3665363,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10333648,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10333869,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10332439,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10181935,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فاطمی ,10335600,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نامجو(گرگان) ,10333652,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10272468,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10333530,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار ابوذر جنوبی ,10119108,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه نصیر ,3190056,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - امیرآباد ,10180010,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,3466173,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - جشنواره ,10332351,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دبستان ,10348829,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10351758,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هروی ,10250722,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10416450,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10252792,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پاسداران ,10300602,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10253387,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ملاصدرا ,10162912,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ظفر ,3842052,5.0,3.0,5.0,4.0,1.0,6.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه شمالی ,10332964,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - میرداماد ,10346304,5.0,8.0,6.0,8.0,3.0,9.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - بنی هاشم ,10332307,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10416449,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10251813,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10147485,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,3839597,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,10217266,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10333554,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10256749,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران پارس ,10335290,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قیطریه ,3880764,4.0,3.0,4.0,3.0,6.0,6.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10240368,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - حکیمیه ,3228380,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خواجه عبداله ,10218240,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,10333609,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولیعصر( از همت تا خیابان انقلاب) ,10076476,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - لویزان ,10301884,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - مجیدیه جنوبی ,10258911,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دربند ,2630084,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - فرجام غربی( تا شهید باقری) ,10266823,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بنی هاشم ,3976214,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - زعفرانیه ,10334569,4.0,3.0,2.0,15.0,1.0,8.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - ولنجک ,10332678,5.0,5.0,4.0,7.0,4.0,4.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - سراج ,10162065,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولنجک ,10248434,5.0,5.0,4.0,7.0,4.0,4.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - نیروی دریایی ,10131791,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی(از بلوار سیمون بولیوار تا حکیم) ,10346913,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نیروی دریایی ,3885805,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهران ,10347303,4.0,2.0,5.0,4.0,1.0,5.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - جردن ,10266910,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - دریان نو ,10244349,4.0,1.0,2.0,2.0,2.0,2.0,7.0
آنالیز قیمت فروش آپارتمان در تهران - شهرک اکباتان ,3181993,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10416446,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - اشرفی اصفهانی( از میدان صادقیه تا حکیم) ,10206775,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10335638,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10252599,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10333876,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10103651,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10300624,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10266768,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10300493,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10416445,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10181794,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - نارمک ,10266917,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - ولنجک ,10334430,5.0,5.0,4.0,7.0,4.0,4.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10066000,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - ستارخان ,10103532,5.0,0.0,3.0,4.0,3.0,5.0,3.0
آنالیز قیمت فروش آپارتمان در تهران - جنت آباد ,10332316,6.0,6.0,6.0,4.0,2.0,6.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10416441,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - شمس آباد ,10416440,4.0,4.0,3.0,4.0,5.0,8.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - ایران ,10299320,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10268497,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10244666,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک آپادانا ,10175932,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - سعادت آباد ,10416435,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - قائم مقام فراهانی ,10120349,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - خیابان مازندران ,10346873,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - شهرک راه آهن ,10299323,4.0,0.0,7.0,6.0,4.0,10.0,9.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10252770,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10299530,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10416426,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10336030,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - تهران نو ,10336028,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - هفده شهریور(از شهدا تا شوش) ,10416424,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوارمرزداران ,10204359,5.0,3.0,3.0,4.0,0.0,4.0,6.0
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10250906,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10351931,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10346380,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10346373,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - آیت اله کاشانی ,10273924,5.0,2.0,2.0,3.0,1.0,5.0,4.0
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10346363,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - پیروزی ,10346815,,,,,,,
آنالیز قیمت فروش آپارتمان در تهران - بلوار فردوس ,10255224,5.0,10.0,6.0,4.0,5.0,3.0,5.0
آنالیز قیمت فروش آپارتمان در تهران - نیرو هوایی ,10252407,,,,,,,
